year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,brand,car_age,owner_num
2013,530000,92500,Diesel,Individual,Manual,First Owner,5.0,22.32,1582.0,126.3,Hyundai,13,1
2012,360000,158000,Diesel,Individual,Manual,First Owner,5.0,23.4,1248.0,74.0,Maruti,14,1
2012,310000,120000,Diesel,Individual,Manual,First Owner,5.0,19.3,1248.0,73.9,Maruti,14,1
2015,725000,50000,Diesel,Individual,Manual,Second Owner,5.0,26.0,1498.0,98.6,Honda,11,2
2012,340000,110000,Diesel,Individual,Manual,First Owner,5.0,19.3,1248.0,73.9,Maruti,14,1
2017,550000,2000,Diesel,Individual,Manual,Second Owner,5.0,25.4,1186.0,73.97,Hyundai,9,2
2011,1150000,181000,Diesel,Individual,Manual,Second Owner,7.0,11.5,2982.0,171.0,Toyota,15,2
2016,380000,70000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047.0,69.0,Tata,10,1
2013,350000,90000,Petrol,Individual,Automatic,Second Owner,5.0,17.97,1498.0,99.6,Nissan,13,2
2019,610000,2000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.86,Hyundai,7,1
2015,525000,20000,Petrol,Individual,Manual,First Owner,5.0,20.85,1197.0,83.14,Maruti,11,1
2011,480000,120000,Diesel,Individual,Manual,First Owner,7.0,12.8,2494.0,102.0,Toyota,15,1
2017,780000,35000,Diesel,Individual,Manual,First Owner,6.0,16.55,2498.0,105.0,Mahindra,9,1
2012,320000,193000,Diesel,Individual,Manual,First Owner,5.0,19.3,1248.0,73.9,Maruti,14,1
2014,375000,80000,Petrol,Individual,Manual,First Owner,5.0,20.4,1197.0,81.8,Maruti,12,1
2019,300000,40000,Petrol,Individual,Manual,First Owner,5.0,19.02,1198.0,67.05,Datsun,7,1
2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,22.54,1396.0,88.73,Hyundai,11,4
2011,404000,122358,Diesel,Individual,Manual,First Owner,9.0,12.05,2179.0,120.0,Mahindra,15,1
2015,500000,75000,Diesel,Individual,Manual,First Owner,7.0,14.07,2956.0,69.01,Tata,11,1
2017,350000,120000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047.0,69.0,Tata,9,1
2015,380000,40000,Petrol,Individual,Manual,First Owner,5.0,17.57,1193.0,88.7,Tata,11,1
2008,114999,95200,Petrol,Individual,Manual,Third Owner,5.0,13.2,1495.0,94.0,Hyundai,18,3
2014,335000,33033,Petrol,Dealer,Manual,First Owner,5.0,19.4,1198.0,86.8,Honda,12,1
2015,465000,63063,Petrol,Dealer,Automatic,First Owner,5.0,18.9,1197.0,82.0,Hyundai,11,1
2012,290000,60000,Diesel,Individual,Manual,First Owner,5.0,21.02,1248.0,88.76,Tata,14,1
2005,110000,45000,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,21,2
2011,450000,80000,Diesel,Individual,Manual,Third Owner,7.0,11.57,2179.0,138.1,Tata,15,3
2009,400000,170000,Diesel,Individual,Manual,Second Owner,7.0,13.6,2523.0,63.0,Mahindra,17,2
2007,210000,207890,Diesel,Individual,Manual,Second Owner,7.0,13.6,2523.0,63.0,Mahindra,19,2
2018,4600000,7976,Diesel,Individual,Automatic,First Owner,5.0,17.9,2143.0,170.0,Mercedes-Benz,8,1
2016,220000,35000,Petrol,Individual,Manual,First Owner,8.0,16.8,796.0,34.2,Maruti,10,1
2017,450000,35000,Petrol,Individual,Manual,First Owner,5.0,18.9,1197.0,82.0,Hyundai,9,1
2013,290000,50000,Petrol,Individual,Automatic,First Owner,5.0,16.95,1197.0,78.9,Hyundai,13,1
2016,520000,20000,Petrol,Individual,Manual,First Owner,5.0,20.4,1197.0,81.8,Maruti,10,1
2011,265000,20000,Petrol,Individual,Automatic,First Owner,5.0,16.95,1197.0,78.9,Hyundai,15,1
2012,330000,50000,Petrol,Individual,Manual,Second Owner,5.0,18.6,1197.0,85.8,Maruti,14,2
2014,509999,120000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523.0,62.1,Mahindra,12,1
2014,500000,70000,Petrol,Individual,Manual,First Owner,5.0,17.1,1591.0,121.3,Hyundai,12,1
2015,525000,50000,Petrol,Individual,Manual,First Owner,5.0,17.19,1197.0,81.86,Hyundai,11,1
2019,675000,16500,Petrol,Individual,Manual,First Owner,5.0,21.01,1197.0,81.8,Maruti,7,1
2010,300000,70000,Petrol,Individual,Manual,First Owner,5.0,17.0,1197.0,80.0,Hyundai,16,1
2005,90000,99361,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,21,2
2017,650000,25000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248.0,74.0,Maruti,9,1
2014,409000,70000,Petrol,Individual,Manual,Second Owner,5.0,19.1,1197.0,85.8,Maruti,12,2
2015,395000,80000,Diesel,Individual,Manual,Second Owner,5.0,24.0,1120.0,70.0,Hyundai,11,2
2010,215000,70000,Petrol,Individual,Manual,Second Owner,,,,,Maruti,16,2
2014,400000,70000,Petrol,Individual,Manual,Second Owner,5.0,19.1,1197.0,85.8,Maruti,12,2
2012,120000,60000,Petrol,Individual,Manual,Third Owner,5.0,18.6,1199.0,79.4,Chevrolet,14,3
2018,645000,10000,Petrol,Individual,Automatic,First Owner,5.0,20.3,1199.0,84.0,Tata,8,1
2006,81000,80000,Petrol,Individual,Manual,First Owner,4.0,16.1,796.0,37.0,Maruti,20,1
2017,1300000,30000,Diesel,Individual,Manual,First Owner,5.0,25.6,1498.0,97.9,Honda,9,1
2017,1250000,33000,Diesel,Individual,Manual,First Owner,5.0,25.6,1498.0,97.9,Honda,9,1
2013,535000,90000,Petrol,Individual,Manual,Third Owner,7.0,16.02,1373.0,93.7,Maruti,13,3
2014,555000,80100,Diesel,Individual,Manual,Second Owner,5.0,19.01,1461.0,108.5,Nissan,12,2
2014,725000,120000,Petrol,Individual,Manual,First Owner,5.0,17.4,1497.0,117.3,Honda,12,1
1983,300000,10000,Diesel,Individual,Manual,Third Owner,,,,,Mahindra,43,3
2016,229999,40000,Petrol,Individual,Manual,First Owner,5.0,25.17,799.0,53.3,Renault,10,1
2013,800000,160000,Diesel,Individual,Manual,Second Owner,8.0,12.99,2494.0,100.6,Toyota,13,2
2017,409999,47000,Petrol,Individual,Manual,First Owner,5.0,20.51,998.0,67.04,Maruti,9,1
2018,1210000,25000,Diesel,Individual,Manual,First Owner,5.0,21.38,1396.0,88.7,Hyundai,8,1
2017,400000,26000,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,84.0,Tata,9,1
2018,520000,29000,Diesel,Individual,Manual,First Owner,5.0,24.0,1186.0,73.97,Hyundai,8,1
2016,650000,50000,Petrol,Individual,Automatic,First Owner,5.0,21.4,1197.0,83.1,Maruti,10,1
2011,325000,58000,Petrol,Individual,Manual,Third Owner,5.0,16.1,1298.0,88.2,Maruti,15,3
2012,420000,120000,Petrol,Individual,Automatic,First Owner,5.0,17.4,1197.0,85.8,Maruti,14,1
2014,400000,50000,Petrol,Individual,Manual,First Owner,5.0,20.4,1197.0,81.8,Maruti,12,1
2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,17.0,1197.0,80.0,Hyundai,16,4
2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,17.3,993.0,60.0,Maruti,23,4
2017,351000,36000,Petrol,Individual,Manual,First Owner,5.0,23.1,998.0,67.04,Maruti,9,1
2007,404000,120000,Diesel,Individual,Manual,Third Owner,8.0,12.8,2494.0,102.0,Toyota,19,3
2011,185000,185000,Diesel,Individual,Manual,Third Owner,5.0,21.1,1248.0,73.9,Maruti,15,3
2011,250000,50000,Diesel,Individual,Manual,First Owner,5.0,23.08,1461.0,63.1,Nissan,15,1
2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,17.3,993.0,60.0,Maruti,24,4
2013,500000,50000,Petrol,Individual,Manual,Second Owner,5.0,17.1,1591.0,121.3,Hyundai,13,2
2007,85000,80000,Petrol,Individual,Manual,Second Owner,5.0,18.2,998.0,67.1,Maruti,19,2
2005,85000,60000,Petrol,Individual,Manual,Second Owner,,,,,Hyundai,21,2
2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,19.7,796.0,46.3,Maruti,21,4
2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,19.3,1248.0,73.9,Maruti,15,4
2010,130000,162000,Petrol,Individual,Manual,Second Owner,5.0,19.0,998.0,66.1,Maruti,16,2
2013,480000,110000,Diesel,Individual,Manual,Third Owner,7.0,20.77,1248.0,88.76,Maruti,13,3
2008,170000,120000,Diesel,Individual,Manual,Third Owner,5.0,17.8,1248.0,75.0,Maruti,18,3
2011,275000,45000,Diesel,Individual,Manual,First Owner,5.0,23.08,1461.0,63.1,Nissan,15,1
2005,89000,90000,Petrol,Individual,Manual,Second Owner,5.0,18.9,998.0,67.1,Maruti,21,2
2010,170000,90000,Diesel,Individual,Manual,Second Owner,5.0,20.0,1399.0,68.0,Ford,16,2
2019,1090000,16500,Petrol,Dealer,Manual,First Owner,5.0,17.0,1197.0,110.0,Mahindra,7,1
2017,1100000,67000,Diesel,Individual,Automatic,First Owner,5.0,17.01,1582.0,126.2,Hyundai,9,1
2018,610000,52000,Petrol,Dealer,Manual,First Owner,5.0,22.0,1197.0,81.8,Maruti,8,1
2016,335000,40000,Petrol,Dealer,Manual,First Owner,5.0,20.63,1198.0,67.0,Datsun,10,1
2015,434999,40000,Petrol,Dealer,Manual,First Owner,5.0,18.9,1197.0,82.0,Hyundai,11,1
2018,3000000,35000,Diesel,Individual,Manual,First Owner,7.0,14.24,2755.0,174.5,Toyota,8,1
2018,390000,13000,Petrol,Dealer,Manual,First Owner,5.0,20.71,799.0,53.26,Renault,8,1
2012,325000,40000,Petrol,Dealer,Manual,First Owner,5.0,18.5,1198.0,86.8,Honda,14,1
2019,640000,10000,Petrol,Dealer,Manual,First Owner,5.0,17.0,1198.0,73.75,Volkswagen,7,1
2012,450000,9000,Petrol,Dealer,Manual,First Owner,5.0,16.95,1498.0,97.7,Nissan,14,1
2013,400000,70000,Diesel,Dealer,Manual,Second Owner,5.0,23.59,1364.0,67.06,Toyota,13,2
2009,215000,60000,Petrol,Dealer,Manual,First Owner,5.0,20.36,1197.0,78.9,Hyundai,17,1
2014,570000,40000,Diesel,Dealer,Manual,First Owner,5.0,20.45,1461.0,83.8,Renault,12,1
2012,680000,93000,Diesel,Dealer,Manual,First Owner,7.0,15.1,2179.0,140.0,Mahindra,14,1
2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,7.0,12.8,2494.0,102.0,Toyota,18,4
2011,150000,50000,Petrol,Individual,Manual,Second Owner,5.0,15.64,1193.0,64.08,Tata,15,2
2013,690000,68000,Petrol,Dealer,Automatic,First Owner,5.0,14.5,1797.0,147.5,Hyundai,13,1
2013,1550000,25000,Diesel,Individual,Automatic,First Owner,5.0,14.84,2143.0,170.0,Mercedes-Benz,13,1
2012,64000,18000,Petrol,Dealer,Manual,First Owner,4.0,25.4,624.0,37.5,Tata,14,1
2013,250000,120000,Diesel,Individual,Manual,First Owner,5.0,23.08,1461.0,63.1,Nissan,13,1
2005,65000,35000,Petrol,Individual,Manual,First Owner,5.0,18.9,998.0,67.1,Maruti,21,1
2016,550000,60000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248.0,74.0,Maruti,10,2
2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,20.36,1197.0,78.9,Hyundai,16,4
2016,300000,30000,Petrol,Individual,Manual,First Owner,5.0,25.17,799.0,53.3,Renault,10,1
2016,800000,70000,Petrol,Individual,Automatic,First Owner,5.0,16.34,1798.0,189.3,Volkswagen,10,1
2015,503000,110000,Diesel,Individual,Manual,First Owner,7.0,14.1,2179.0,147.94,Tata,11,1
2019,3800000,20000,Diesel,Individual,Automatic,First Owner,5.0,18.0,1969.0,190.0,Volvo,7,1
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,19.16,2494.0,157.7,Toyota,10,1
2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,21.79,998.0,67.05,Maruti,13,1
2018,740000,38817,Diesel,Dealer,Manual,First Owner,5.0,27.39,1248.0,74.0,Maruti,8,1
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,18.2,1199.0,88.7,Honda,10,1
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7.0,12.99,2494.0,100.6,Toyota,13,2
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,22.0,1197.0,81.8,Maruti,7,1
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,16.78,1496.0,88.73,Toyota,9,1
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,22.0,1197.0,81.8,Maruti,8,1
2017,450000,56290,Diesel,Dealer,Manual,First Owner,5.0,24.0,1186.0,73.97,Hyundai,9,1
2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,5.0,16.78,1995.0,190.0,Bmw,7,1
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,5.0,16.78,1995.0,190.0,Bmw,7,1
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,19.0,1199.0,88.76,Honda,7,1
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,5.0,16.8,1984.0,150.0,Volvo,8,1
2010,150000,106000,Petrol,Individual,Manual,Third Owner,5.0,20.36,1197.0,78.9,Hyundai,16,3
2012,265000,162000,Diesel,Individual,Manual,Third Owner,,,,,Toyota,14,3
2009,500000,120000,Petrol,Individual,Automatic,Second Owner,5.0,11.1,2354.0,158.8,Honda,17,2
2015,480000,90000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248.0,74.0,Maruti,11,1
2014,535000,70000,Diesel,Individual,Manual,Third Owner,5.0,22.32,1582.0,126.32,Hyundai,12,3
2005,250000,240000,Diesel,Individual,Manual,Third Owner,8.0,12.8,2494.0,102.0,Toyota,21,3
2012,300000,100000,Diesel,Individual,Manual,Second Owner,5.0,21.5,1248.0,88.8,Maruti,14,2
2009,340000,214000,Petrol,Individual,Manual,Second Owner,5.0,13.9,1599.0,103.2,Hyundai,17,2
2009,340000,214000,Diesel,Individual,Manual,Second Owner,5.0,16.8,1493.0,110.0,Hyundai,17,2
2016,240000,50000,Petrol,Individual,Manual,First Owner,5.0,22.74,796.0,47.3,Maruti,10,1
2018,1085000,1000,Petrol,Individual,Automatic,First Owner,5.0,18.0,1497.0,117.6,Honda,8,1
2017,750000,19000,Diesel,Individual,Automatic,First Owner,5.0,28.4,1248.0,74.02,Maruti,9,1
2012,95000,265000,Diesel,Individual,Manual,Second Owner,5.0,17.0,1405.0,70.0,Tata,14,2
2020,409999,35000,CNG,Individual,Manual,First Owner,5.0,20.88,1196.0,61.7,Maruti,6,1
2014,215000,80000,Petrol,Individual,Manual,Second Owner,5.0,23.95,998.0,67.05,Maruti,12,2
2016,1290000,50000,Diesel,Individual,Automatic,First Owner,7.0,16.0,2179.0,140.0,Mahindra,10,1
2010,150000,80000,Petrol,Individual,Manual,First Owner,5.0,20.92,998.0,67.1,Maruti,16,1
2013,219000,50000,Petrol,Individual,Manual,Second Owner,5.0,21.1,814.0,55.2,Hyundai,13,2
2018,325000,100000,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,84.0,Tata,8,1
2013,260000,120000,Petrol,Individual,Manual,Second Owner,5.0,15.1,1196.0,73.0,Maruti,13,2
2019,700000,40000,Diesel,Individual,Automatic,First Owner,5.0,23.8,1498.0,78.9,Honda,7,1
2017,950000,45000,Diesel,Individual,Manual,First Owner,5.0,21.38,1396.0,88.7,Hyundai,9,1
2010,160000,80000,Petrol,Individual,Manual,Second Owner,5.0,19.7,796.0,46.3,Maruti,16,2
2015,409999,135000,Diesel,Individual,Manual,Second Owner,5.0,24.4,1120.0,71.01,Hyundai,11,2
2015,840000,120000,Diesel,Individual,Manual,Second Owner,7.0,12.99,2494.0,100.6,Toyota,11,2
2013,450000,67000,Diesel,Individual,Manual,First Owner,5.0,23.59,1364.0,67.1,Toyota,13,1
2017,900000,50000,Diesel,Individual,Manual,First Owner,5.0,28.4,1248.0,74.02,Maruti,9,1
2008,570000,134000,Diesel,Individual,Manual,Second Owner,7.0,12.8,2494.0,102.0,Toyota,18,2
2011,254999,110000,Diesel,Individual,Manual,Second Owner,5.0,23.08,1461.0,63.1,Nissan,15,2
2009,130000,40000,Petrol,Individual,Manual,First Owner,4.0,16.1,796.0,37.0,Maruti,17,1
2013,530000,120000,Diesel,Individual,Manual,Second Owner,5.0,23.4,1248.0,74.0,Maruti,13,2
2015,520000,110000,Diesel,Individual,Manual,Second Owner,5.0,20.14,1498.0,88.8,Volkswagen,11,2
2011,229999,170000,Diesel,Individual,Manual,Second Owner,5.0,21.0,1461.0,64.1,Mahindra,15,2
2004,81000,80000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796.0,37.0,Maruti,22,2
2016,600000,47000,Diesel,Individual,Manual,First Owner,5.0,25.2,1248.0,74.0,Maruti,10,1
2015,409999,93000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197.0,81.86,Hyundai,11,1
2010,120000,70000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796.0,37.0,Maruti,16,2
2014,320000,50000,Petrol,Individual,Manual,First Owner,5.0,23.1,998.0,67.04,Maruti,12,1
2015,292000,70000,Diesel,Individual,Manual,First Owner,5.0,20.0,1399.0,68.05,Ford,11,1
2012,390000,80000,Diesel,Individual,Manual,First Owner,7.0,13.93,2179.0,138.03,Tata,14,1
2016,550000,44000,Petrol,Individual,Manual,First Owner,5.0,18.16,1196.0,86.8,Ford,10,1
2014,385000,25000,Petrol,Individual,Manual,First Owner,5.0,23.1,998.0,67.04,Maruti,12,1
2016,800000,25000,Petrol,Individual,Manual,First Owner,5.0,15.29,1591.0,121.3,Hyundai,10,1
2019,675000,10000,Petrol,Individual,Manual,First Owner,5.0,21.21,1197.0,81.8,Maruti,7,1
2018,1525000,50000,Diesel,Individual,Manual,First Owner,7.0,17.6,2179.0,153.86,Tata,8,1
2018,950000,30000,Diesel,Individual,Manual,First Owner,5.0,23.0,1498.0,98.96,Ford,8,1
2015,610000,50000,Diesel,Individual,Manual,Second Owner,5.0,21.19,1396.0,88.73,Hyundai,11,2
2012,525000,120000,Diesel,Individual,Manual,First Owner,5.0,22.54,1396.0,88.73,Hyundai,14,1
2015,375000,80000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523.0,62.1,Mahindra,11,1
2015,580000,90000,Diesel,Individual,Manual,First Owner,5.0,20.45,1461.0,83.8,Nissan,11,1
2015,434999,50000,Petrol,Individual,Manual,Second Owner,5.0,20.4,1197.0,83.11,Maruti,11,2
2020,350000,2136,Petrol,Individual,Manual,First Owner,5.0,22.5,999.0,67.0,Datsun,6,1
2012,730000,250000,Diesel,Individual,Manual,First Owner,7.0,12.99,2494.0,100.0,Toyota,14,1
2015,600000,35000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,11,1
2015,1050000,120000,Diesel,Individual,Manual,First Owner,7.0,12.99,2494.0,100.6,Toyota,11,1
2017,735000,70000,Diesel,Individual,Manual,First Owner,5.0,27.39,1248.0,74.0,Maruti,9,1
2018,1050000,18000,Diesel,Dealer,Manual,First Owner,5.0,19.6,1461.0,108.45,Renault,8,1
2016,420000,110000,Diesel,Individual,Manual,Second Owner,7.0,18.2,1248.0,73.74,Chevrolet,10,2
2017,800000,60000,Diesel,Individual,Manual,First Owner,5.0,23.65,1248.0,88.5,Maruti,9,1
2015,2000000,60000,Diesel,Individual,Automatic,First Owner,7.0,12.55,2982.0,168.5,Toyota,11,1
2016,600000,147000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248.0,74.0,Maruti,10,2
2015,1900000,130000,Diesel,Individual,Automatic,First Owner,7.0,12.55,2982.0,168.5,Toyota,11,1
2011,500000,99500,Diesel,Individual,Manual,Third Owner,7.0,11.5,1991.0,147.9,Chevrolet,15,3
2011,200000,110000,Diesel,Individual,Manual,Second Owner,5.0,17.0,1405.0,71.0,Tata,15,2
2016,370000,35000,Petrol,Individual,Manual,First Owner,5.0,19.49,1198.0,67.04,Nissan,10,1
2010,260000,110000,Diesel,Individual,Manual,Second Owner,5.0,16.2,1493.0,110.0,Hyundai,16,2
2016,280000,100000,Diesel,Individual,Manual,First Owner,6.0,25.32,1198.0,77.0,Mahindra,10,1
2014,610000,21000,Petrol,Individual,Manual,First Owner,7.0,16.02,1373.0,93.7,Maruti,12,1
2013,300000,60000,Diesel,Individual,Manual,Second Owner,5.0,23.5,1498.0,90.0,Ford,13,2
2010,140000,40000,Diesel,Individual,Manual,First Owner,5.0,16.6,1405.0,70.0,Tata,16,1
2008,229999,50000,Petrol,Individual,Manual,First Owner,5.0,19.81,1086.0,68.05,Hyundai,18,1
2010,200000,65000,Petrol,Individual,Manual,Second Owner,5.0,19.0,998.0,66.1,Maruti,16,2
2011,200000,80000,Petrol,Individual,Manual,First Owner,5.0,18.9,998.0,67.1,Maruti,15,1
2015,560000,119000,Diesel,Individual,Manual,First Owner,5.0,23.9,1582.0,126.2,Hyundai,11,1
2016,750000,80000,Diesel,Individual,Manual,First Owner,7.0,24.52,1248.0,88.5,Maruti,10,1
2017,585000,90000,Diesel,Individual,Manual,First Owner,5.0,25.2,1248.0,74.0,Maruti,9,1
2016,760000,20000,Petrol,Individual,Manual,First Owner,5.0,17.01,1591.0,121.4,Hyundai,10,1
2014,430000,80000,Diesel,Individual,Manual,Second Owner,5.0,25.2,1248.0,74.0,Maruti,12,2
2020,480000,44665,Diesel,Individual,Manual,First Owner,6.0,25.32,1198.0,77.0,Mahindra,6,1
2019,643000,10000,Diesel,Individual,Manual,First Owner,5.0,20.8,1493.0,113.4,Kia,7,1
2018,500000,60000,Petrol,Individual,Manual,First Owner,5.0,20.14,1197.0,81.86,Hyundai,8,1
2016,425000,22000,Petrol,Individual,Manual,First Owner,5.0,18.5,1198.0,86.8,Honda,10,1
2014,250000,25000,Petrol,Individual,Manual,First Owner,5.0,22.74,796.0,47.3,Maruti,12,1
2016,285000,70000,Diesel,Individual,Manual,First Owner,5.0,27.62,793.0,47.0,Maruti,10,1
2008,160000,123000,Petrol,Individual,Manual,Third Owner,5.0,17.5,1298.0,85.8,Maruti,18,3
2011,250000,70000,Diesel,Individual,Manual,Second Owner,5.0,20.54,1598.0,103.6,Volkswagen,15,2
2013,170000,70000,Petrol,Individual,Manual,Second Owner,5.0,18.6,1199.0,79.4,Chevrolet,13,2
2013,409999,45000,Diesel,Individual,Manual,First Owner,5.0,23.59,1364.0,67.06,Toyota,13,1
2015,400000,40000,Petrol,Individual,Automatic,First Owner,5.0,18.9,1197.0,82.0,Hyundai,11,1
2019,700000,30000,Diesel,Individual,Manual,First Owner,5.0,28.4,1248.0,74.02,Maruti,7,1
2007,350000,90000,Petrol,Individual,Automatic,First Owner,5.0,12.9,1799.0,130.0,Honda,19,1
2016,660000,34000,Petrol,Individual,Manual,Second Owner,7.0,17.5,1373.0,91.1,Maruti,10,2
2017,268000,25000,Petrol,Individual,Manual,First Owner,5.0,24.7,796.0,47.3,Maruti,9,1
2016,270000,50000,Petrol,Individual,Manual,First Owner,5.0,22.74,796.0,47.3,Maruti,10,1
2013,300000,50000,Diesel,Individual,Manual,First Owner,5.0,25.44,936.0,57.6,Chevrolet,13,1
2017,450000,90000,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,84.0,Tata,9,1
2012,220000,70000,Diesel,Individual,Manual,Second Owner,5.0,25.44,936.0,57.6,Chevrolet,14,2
2009,250000,146000,Diesel,Individual,Manual,Second Owner,7.0,13.93,2179.0,138.0,Tata,17,2
2012,300000,85000,Petrol,Individual,Manual,Second Owner,5.0,15.6,1196.0,70.0,Ford,14,2
2009,88000,201850,Diesel,Individual,Manual,Second Owner,5.0,17.88,1396.0,52.8,Tata,17,2
2016,561000,30000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248.0,74.0,Maruti,10,1
2018,755000,15000,Diesel,Individual,Manual,First Owner,5.0,28.4,1248.0,74.02,Maruti,8,1
2017,235000,25000,Petrol,Individual,Manual,First Owner,5.0,22.7,799.0,53.64,Datsun,9,1
2011,165000,90000,Petrol,Individual,Manual,First Owner,5.0,20.92,998.0,67.1,Maruti,15,1
2008,190000,80000,Diesel,Individual,Manual,Second Owner,5.0,19.3,1248.0,73.9,Maruti,18,2
2011,110000,50000,Diesel,Individual,Manual,First Owner,5.0,17.2,1396.0,53.5,Tata,15,1
2012,320000,80000,Diesel,Individual,Manual,Second Owner,8.0,13.6,2523.0,63.0,Mahindra,14,2
2010,330000,110000,Diesel,Individual,Manual,Second Owner,,,,,Maruti,16,2
2016,540000,38000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,10,1
2013,180000,60000,Petrol,Individual,Manual,First Owner,5.0,21.1,814.0,55.2,Hyundai,13,1
2012,450000,30000,Petrol,Individual,Manual,First Owner,5.0,17.5,1197.0,85.8,Maruti,14,1
2014,450000,30000,Petrol,Individual,Manual,First Owner,5.0,19.1,1197.0,85.8,Maruti,12,1
2015,200000,50000,Petrol,Individual,Manual,First Owner,5.0,18.6,1199.0,76.8,Chevrolet,11,1
2017,425000,42000,Petrol,Individual,Manual,First Owner,5.0,23.84,1199.0,84.0,Tata,9,1
2016,400000,30000,Petrol,Individual,Manual,First Owner,5.0,18.2,1199.0,82.4,Chevrolet,10,1
2009,125000,60000,Petrol,Individual,Manual,Third Owner,5.0,19.7,796.0,46.3,Maruti,17,3
2018,1600000,14000,Diesel,Individual,Manual,First Owner,5.0,17.1,1956.0,170.0,Jeep,8,1
2015,900000,22000,Petrol,Individual,Manual,First Owner,5.0,17.4,1497.0,117.3,Honda,11,1
2012,450000,90000,Diesel,Individual,Manual,First Owner,5.0,20.54,1598.0,103.6,Volkswagen,14,1
2011,210000,46000,Petrol,Individual,Manual,First Owner,5.0,20.92,998.0,67.1,Maruti,15,1
2018,801000,20000,Petrol,Individual,Manual,First Owner,5.0,18.6,1197.0,81.83,Hyundai,8,1
2014,317000,15000,Diesel,Individual,Manual,First Owner,7.0,15.42,1405.0,70.0,Tata,12,1
2015,600000,40000,Petrol,Individual,Manual,Second Owner,7.0,16.02,1373.0,93.7,Maruti,11,2
2014,330000,30000,Petrol,Individual,Manual,Second Owner,5.0,18.5,1197.0,82.85,Hyundai,12,2
